51303946858,aef,228,69
51303949747,ada,11,181
51303969218,gfb,235,231
51303985757,bfg,172,223
51303999947,fbf,214,182
51304011680,gad,265,54
51304013313,fff,4,237
51304029839,fca,191,225
51304043847,aab,24,316
51304050884,dfc,147,106
51304059382,bac,253,11
51304075194,aec,66,52
51304093976,fcd,242,13
51304097841,beg,274,162
51304101749,dgg,131,136
51304106699,dad,124,68
51304118533,baa,277,138
51304132325,ggb,285,223
51304153990,bfb,33,62
51304154992,adf,107,22
51304175238,bag,208,257
51304252490,bge,120,207
51304279513,aad,291,198
51304280939,dfb,170,72
51304297403,cbd,128,59
51304332650,ffg,65,249
51304341730,ccg,202,227
51304408753,ffc,91,88
51304432254,bbg,219,195
51304445104,fgc,204,110
51304460483,fbg,216,189
51304467663,ega,7,132
51304497371,def,260,288
51304499433,cgd,146,79
51304500524,eda,63,127
51304538806,dcc,278,34
51304559129,aae,71,290
51304579695,daa,62,119
51304609317,gbb,156,170
51304640516,eac,152,124
51304656025,dgb,81,97
51304684427,cea,172,41
51304695393,dea,74,120
51304719892,abb,241,182
51304755151,cec,140,168
51304800080,bfc,44,202
51304877694,bcd,187,188
51304886578,ecc,219,227
51304895852,bgb,70,196
51304904177,bgd,259,41
51304944895,efb,279,219
51304985474,ggf,143,36
51304988963,cga,82,194
51305000138,bff,243,228
51305001120,ddd,52,48
51305009842,fba,296,110
51305031444,abb,77,160
51305061802,gbf,129,209
51305074532,dbd,207,178
51305157570,geb,139,26
51305184192,bdg,102,63
51305200078,aaf,138,150
51305203440,efc,21,299
51305211977,ccf,29,274
51305237086,fdb,217,280
51305244583,dgc,32,137
51305294469,edc,227,136
51305303530,fad,116,29
51305310248,gaf,56,109
51305354639,efd,167,219
51305356769,fda,211,300
51305383788,abf,136,38
51305410812,acb,267,44
51305419440,gcf,187,109
51305451369,gff,151,123
51305455651,cfe,111,164
51305460492,bfb,210,53
51305462699,bdd,62,39
51305469044,dbd,211,192
51305479773,dcd,283,241
51305482825,bfa,183,337
51305526359,cfg,293,120
51305528292,aca,209,70
51305542649,ffe,34,292
51305543387,gfe,294,113
51305552354,ffb,166,164
51305564056,ggb,156,223
51305601930,dba,67,325
51305604832,fcb,97,107
51305612596,ebc,39,41
51305644872,cag,70,266
51305678400,dca,94,184
51305699929,dfe,107,102
51305725970,ffa,189,209
51305727458,cbc,64,189
51305735492,ged,192,279
51305778065,ada,217,206
51305780967,dda,189,271
51305785848,aba,236,194
51305787183,afb,287,290
51305835120,gbf,297,181
51305848718,bdd,281,34
51305865656,dde,80,258
51305887944,cca,266,90
51305888580,ade,85,128
51305893584,gca,279,268
51305919914,cda,241,123
51305926406,bcf,128,271
51305953680,gdf,32,189
51305964211,bca,218,181
51306008612,feg,155,215
51306030522,adc,118,120
51306043382,bdf,135,209
51306051478,daf,10,287
51306073789,eee,236,92
51306083665,cff,107,46
51306090243,fab,8,176
51306098233,caf,131,106
51306100511,baf,91,217
51306108137,dcf,129,130
51306109543,ade,101,117
51306136376,dcc,142,37
51306144394,efg,188,196
51306145871,dgg,258,150
51306176446,ecg,111,46
51306215768,bbc,117,16
51306223233,efe,222,80
51306239657,gfc,251,271
51306261852,gaa,24,61
51306273748,fcf,176,204
51306276895,ece,240,154
51306278464,cge,286,232
51306298123,eeg,248,246
51306334147,afa,105,244
51306343892,eec,201,247
51306379222,cad,237,8
51306418016,bfe,291,28
51306458448,cgc,293,271
51306479038,ebe,160,31
51306516396,fag,12,166
51306542750,gce,147,199
51306567197,bdc,222,239
51306589219,dac,242,26
51306610570,bgc,227,240
51306628936,cag,288,226
51306635594,gfg,188,208
51306652854,bga,268,68
51306655147,bff,34,271
51306671189,acc,254,256
51306719770,gac,74,151
51306724198,afa,273,197
51306725489,ccc,61,83
51306741895,fgb,77,134
51306768614,bbe,106,229
51306787040,edc,239,148
51306789557,ggg,35,87
51306793995,egg,261,109
51306795162,aee,185,224
51306795323,ebf,57,65
51306813592,dcb,10,263
51306822457,fcf,59,167
51306824340,cee,288,222
51306839905,ddc,23,149
51306845951,ffc,57,103
51306870908,fae,206,265
51306889993,aab,226,297
51306916044,cab,219,97
51306950420,ded,65,176
51307018299,fea,15,217
51307028484,agf,116,136
51307058955,cgf,49,266
51307064915,fgf,89,213
51307089429,bea,114,105
51307102753,aba,168,161
51307111413,bde,125,109
51307123848,gdc,173,155
51307128327,eea,266,151
51307142632,gbd,289,112
51307157913,fdd,234,121
51307188005,ggc,198,279
51307193749,dfd,125,169
51307196291,cda,82,146
51307219743,ddb,209,7
51307223396,bdb,209,176
51307224316,dfa,231,277
51307236862,efb,294,221
51307252942,ece,287,166
51307261083,gbe,118,41
51307267720,edd,114,107
51307281247,gea,78,183
51307296937,ebb,209,91
51307315063,egc,206,274
51307341032,feb,87,277
51307371832,agd,178,183
51307374664,dad,3,74
51307379221,ccc,63,86
51307388197,fbg,237,213
51307421904,fdg,153,139
51307456879,dbb,244,222
51307457345,dbe,77,17
51307466305,eca,61,65
51307472887,fca,89,240
51307499649,eed,77,122
51307501788,egb,102,95
51307505491,fga,30,178
51307521599,afd,172,281
51307530914,dae,150,223
51307536226,fbe,167,52
51307541847,gff,166,105
51307550287,ggd,169,284
51307560260,eba,216,176
51307596933,aga,62,194
51307609916,aeg,146,153
51307610973,dcf,202,149
51307624655,dbc,283,160
51307677674,fee,235,122
51307685789,agf,107,148
51307686370,add,161,156
51307688920,ceg,219,242
51307710950,aag,172,133
51307711659,afe,176,62
51307753446,cfc,3,100
51307768318,gfa,291,49
51307768459,gga,186,114
51307778798,dec,78,252
51307787562,cbb,118,68
51307790362,fgg,276,220
51307806765,gfd,244,9
51307821612,ddg,124,269
51307831928,fea,96,245
51307842434,efc,186,334
51307872635,ecd,262,224
51307878809,bda,263,97
51307887935,ebf,43,58
51307889046,egc,196,317
51307903818,ead,223,78
51307950777,aaf,202,150
51307967510,afa,81,232
51307978128,afc,242,184
51308002734,ege,97,55
51308005428,ega,268,143
51308048470,cbf,260,135
51308059552,gfd,271,7
51308078301,bfa,195,306
51308084517,dad,123,82
51308107805,agc,257,289
51308114644,ggb,67,194
51308114811,cdg,65,302
51308116673,dbf,280,185
51308118259,cfe,24,144
51308149186,egc,278,263
51308150200,cbg,122,246
51308150452,fbd,115,131
51308153673,bbf,227,293
51308153937,dce,144,131
51308199743,acd,267,286
51308225747,ccf,268,263
51308229123,fda,162,291
51308255980,fdd,231,137
51308264137,cde,182,225
51308270780,gfg,74,222
51308275526,fgc,290,122
51308281257,bbd,176,299
51308287838,aea,106,8
51308303773,eaa,289,159
51308309943,abd,286,188
51308314756,fce,77,262
51308314795,ceb,3,104
51308317409,fcf,86,156
51308318700,cbf,154,125
51308327494,efc,12,350
51308331221,gbg,284,110
51308414271,fcc,76,154
51308416766,edb,197,201
51308453582,aeg,193,160
51308457730,efg,151,225
51308472553,gcc,238,44
51308489335,bef,135,170
51308505753,gcd,270,27
51308526568,dge,136,175
51308540298,gge,136,285
51308568468,gbd,148,95
51308580965,ecf,250,162
51308593684,agb,209,201
51308598413,eae,289,233
51308603615,gcb,190,208
51308609511,dbg,249,296
51308665460,dgg,262,154
51308672581,cdc,289,162
51308675627,caa,245,110
51308688203,ffg,267,291
51308724026,aac,186,65
51308739365,bae,233,151
51308741695,cgc,122,260
51308742235,dgb,72,81
51308743398,ccb,99,29
51308751439,bgf,173,166
51308801092,dgf,210,209
51308809572,fdc,9,263
51308811934,bab,165,272
51308828178,afg,69,62
51308835202,agg,166,184
51308845296,bed,134,56
51308850433,gdg,156,271
51308859321,bea,244,106
51308871396,gde,260,263
51308897651,dcd,24,231
51308916710,cda,154,125
51308921732,edg,103,177
51308931293,dca,127,172
51308957349,egf,252,162
51308972832,eca,161,74
51308985312,ddf,258,23
51308987499,fef,124,15
51308989248,gab,127,67
51309005176,ccd,97,204
51309019197,gcg,240,216
51309022141,ede,156,174
51309032009,cdf,100,203
51309040438,gec,101,10
51309055936,eeb,176,155
51309057607,cfg,293,123
51309063688,bce,131,141
51309065770,edf,90,237
51309075045,gee,28,282
51309077664,bad,168,205
51309113939,adg,122,32
51309124733,eff,31,245
51309127052,dbc,16,172
51309158534,cce,238,235
51309159882,bec,23,70
51309190368,gdb,209,174
51309196115,fed,123,99
51309199045,ddc,86,162
51309215716,acd,167,251
51309225367,deb,91,267
51309229587,ecg,298,50
51309235481,bcg,294,194
51309249200,gcf,292,117
51309257762,fba,2,122
51309270249,faa,183,246
51309324509,fad,135,26
51309331969,bbc,122,17
51309337758,fbb,20,298
51309343050,ceb,165,113
51309364533,fgd,145,53
51309368485,geg,199,104
51309372559,ffd,62,68
51309374355,dcc,91,40
51309378031,dea,93,126
51309404352,gge,86,245
51309406117,bae,89,154
51309412960,ecb,241,297
51309413282,aga,220,155
51309434475,aef,128,65
51309438093,daf,290,341
51309451609,aeb,18,242
51309452074,cfb,13,56
51309457558,cdf,75,170
51309484717,dgf,130,204
51309484914,cdb,168,6
51309485843,dga,193,288
51309495825,bba,100,9
51309509267,bad,153,200
51309524051,aba,16,143
51309526790,fec,128,185
51309534138,ebg,293,96
51309539614,bee,86,243
51309541700,gbc,25,209
51309589972,fcg,20,200
51309594353,ada,299,181
51309613519,gdd,16,43
51309614426,eee,216,83
51309624067,gce,253,222
51309624200,cfd,252,85
51309626065,fac,86,28
51309631528,beb,90,232
51309648389,cba,10,241
51309648877,gag,250,126
51309654367,gba,23,211
51309656053,fff,277,203
51309656059,cgg,70,211
51309673791,acf,75,264
51309674801,fbc,49,8
51309675783,fdb,217,235
51309713082,efa,120,22
51309731555,gee,141,262
51309732365,egd,187,224
51309749385,bfd,134,124
51309756594,ede,297,174
51309777386,aaa,226,260
51309789078,bbb,188,147
51309793261,ggf,113,29
51309793888,dff,24,182
51309799179,dga,81,296
51309807391,aed,56,256
51309818677,gce,202,248
51309840311,gda,62,223
51309848830,eda,170,128
51309855600,bbc,172,15
51309860915,gfa,67,47
51309879979,bcb,106,15
51309881312,cgb,4,47
51309881847,cdc,54,184
51309883860,adb,271,132
51309895185,cbd,109,47
51309915376,ggc,132,309
51309923300,fge,48,139
51309930285,cdd,20,226
51309934982,eef,98,34
51309943756,gef,233,286
51309945032,dgd,205,137
51309985357,dgf,25,234
51309999805,cga,37,170
51310045769,dga,188,298
51310136829,abc,195,186
51310140424,ccc,105,95
51310141120,gba,73,244
51310142419,edd,244,107
51310153667,dba,156,351
51310191244,abb,31,188
51310195037,cea,20,39
51310198895,abc,11,171
51310218090,dfg,211,139
51310218224,gca,8,289
51310222493,bfd,104,143
51310228655,cdc,169,206
51310232713,bbg,132,179
51310239985,bff,221,289
51310245913,gdd,162,39
51310260923,gfg,245,193
51310289753,fcf,282,176
51310345221,fgb,139,146
51310350969,ccb,240,26
51310356002,beg,110,179
51310358978,cfb,195,51
51310378379,gef,221,306
51310380064,adc,32,134
51310407916,cbc,26,204
51310437922,ecf,195,174
51310445486,fdd,274,127
51310448461,ded,53,181
51310471137,eeg,164,280
51310489634,fbb,243,330
51310491168,edf,38,208
51310494794,fge,60,129
51310504678,gga,20,96
51310511581,age,258,187
51310567032,cdc,182,173
51310568040,gae,290,234
51310595705,fcf,174,190
51310606658,bdd,125,39
51310613869,aee,57,235
51310632938,egb,59,95
51310650094,fee,276,125
51310659960,acd,6,220
51310674835,ace,232,124
51310689716,ebd,4,18
51310716229,aeb,246,246
51310746474,fdf,201,92
51310761269,fga,282,158
51310764446,ddg,141,301
51310796951,dgg,286,150
51310811108,cgd,216,79
51310816158,cef,207,200
51310816388,gbc,67,194
51310849260,dec,120,277
51310860158,dab,183,111
51310880605,baa,263,136
51310891072,gdc,250,173
51310896994,dee,96,164
51310905597,cfa,138,44
51310947184,ade,64,126
51311008884,acg,173,238
51311028598,bfc,127,169
51311030564,fcd,235,15
51311033805,ebb,223,99
51311054250,ada,282,195
51311066479,eda,181,106
51311066926,ffe,132,294
51311078986,gge,233,247
51311084879,gac,28,172
51311109852,cbd,228,45
51311116810,deg,194,64
51311154854,abg,218,43
51311169048,ffa,60,238
51311182874,gcd,133,21
51311186039,aca,160,56
51311206056,bgg,144,225
51311257469,dcg,299,77
51311271745,bcc,200,201
51311279949,gaa,148,56
51311280327,abe,48,73
51311282509,gad,214,50
51311295407,bge,35,242
51311314921,dgf,154,222
51311315570,adg,29,33
51311323455,faf,21,94
51311362142,gba,186,195
51311362240,eec,74,259
51311367214,gfa,27,54
51311388257,fdg,72,119
51311390391,eac,190,133
51311404908,eae,27,228
51311407931,cbe,114,261
51311420384,bff,204,283
51311425117,eaf,135,266
51311431113,bcc,289,205
51311440765,dfe,171,85
51311465577,fab,113,198
51311505138,cfb,4,52
51311563092,eeb,59,184
51311568675,bbd,272,287
51311608350,cca,193,89
51311634793,fcb,68,114
51311770622,bfa,94,281
51311773777,gea,269,186
51311790684,bbg,152,209
51311800671,ace,41,109
51311803353,bcb,148,12
51311821559,ccg,186,192
51311854905,gbd,200,94
51311880494,gdb,125,191
51311895047,cgc,194,218
51311900188,ggb,40,230
51311900635,gaa,144,45
51311913185,eab,215,49
51311943965,def,258,308
51311953547,cef,201,176
51311955700,fgc,254,115
51311969154,dde,227,252
51311972069,cag,133,259
51311980248,ebc,247,36
51311982475,fcb,283,98
51311994695,eac,75,119
51312062193,dgb,42,82
51312073817,efd,109,188
51312082868,ceb,64,120
51312091988,ece,13,169
51312106329,cgd,65,63
51312108239,aea,210,6
51312127469,fdc,216,307
51312158764,ecc,60,217
51312162215,bgb,46,199
51312187224,dae,212,256
51312198213,acc,84,245
51312207043,cac,99,99
51312213487,aad,113,158
51312226713,bga,12,64
51312235591,dcf,120,147
51312244896,eag,69,195
51312290595,fbd,221,117
51312310228,caf,245,113
51312317498,ced,90,137
51312331265,aca,192,56
51312339915,ebg,89,114
51312370203,daf,91,354
51312372284,ede,170,163
51312387433,caa,260,117
51312404902,fgb,126,150
51312412892,ega,149,144
51312441851,acb,53,41
51312543097,acf,215,256
51312550823,cae,271,115
51312563772,aff,298,318
51312600697,gff,173,106
51312620797,cca,100,86
51312627866,dab,208,102
51312644073,aae,72,298
51312648610,fed,119,104
51312669933,dcd,159,265
51312683978,egg,223,116
51312702106,dfg,12,151
51312706866,cae,38,123
51312745494,feg,96,187
51312745630,bdf,231,236
51312752391,eea,117,147
51312774114,cdb,93,6
51312783085,cgb,169,40
51312801893,dag,191,43
51312829946,gbb,282,149
51312837709,aeg,220,176
51312842325,eff,136,198
51312869647,bfe,251,25
51312874986,fff,261,235
51312879235,dcb,230,307
51312882290,fce,24,275
51312887418,eef,243,29
51312912131,gbf,229,199
51312936517,fbf,263,182
51312944945,feg,111,196
51312963615,abc,78,203
51312963695,dfa,66,307
51312974803,bga,154,74
51313068200,fbe,295,41
51313084884,afc,257,152
51313090755,bdd,124,42
51313097910,gfb,20,247
51313114459,dbd,157,211
51313123211,eed,266,115
51313125337,ddb,15,5
51313192839,fca,98,204
51313196840,ceg,262,215
51313201467,gae,94,271
51313208858,bdg,65,70
51313219804,fcc,92,150
51313237936,adg,206,30
51313260341,gce,153,213
51313262217,cgc,11,224
51313263635,ecb,68,332
51313271573,cde,20,258
51313292824,daa,20,127
51313320017,afb,268,324
51313326687,bac,31,12
51313330629,cga,298,192
51313356320,bcc,117,215
51313362088,egd,225,206
51313387666,edf,297,218
51313437010,baf,16,227
51313447173,fde,125,185
51313448322,aea,68,6
51313449880,cbd,135,48
51313454674,efe,134,78
51313467707,cee,177,202
51313472295,dgc,218,153
51313479924,eda,33,121
51313484784,bfg,241,182
51313503850,bgf,71,179
51313507139,gdf,80,170
51313515667,fec,211,210
51313553689,dgf,105,230
51313570468,dfb,103,83
51313581300,fdg,219,138
51313592568,edf,5,189
51313615111,bag,4,295
51313652499,cdg,83,317
51313700200,cdc,21,138
51313702440,bab,181,310
51313706858,age,161,149
51313707143,aaf,69,159
51313715518,bbe,40,235
51313726713,fgd,246,56
51313755531,cec,192,179
51313761643,gfe,11,94
51313769531,bee,136,250
51313773705,gad,86,46
51313819943,dac,73,22
51313829836,aac,113,66
51313834905,dfc,37,112
51313836133,adf,148,19
51313848728,ddf,224,23
51313855349,cge,82,232
51313867187,aec,26,44
51313872385,cfe,72,138
51313895541,gbb,288,126
51313908718,aee,23,190
51313950307,gfe,158,82
51313959383,cdg,277,297
51313964494,bae,171,147
51313986559,deg,55,58
51314015355,cgf,234,313
51314049130,ebg,176,118
51314055263,dea,74,100
51314071408,cgd,3,73
51314090531,bae,190,145
51314104566,geg,42,92
51314149448,eec,15,290
51314167082,gda,132,189
51314172139,fdg,16,124
51314211608,bcf,10,289
51314229574,abc,288,198
51314282094,geb,250,27
51314296251,aff,292,302
51314319382,gfg,89,162
51314335035,dda,62,308
51314341174,fgg,286,211
51314347264,abf,48,39
51314383581,ceg,144,234
51314393295,afa,59,241
51314402828,ggc,220,287
51314428103,dba,33,291
51314431666,cab,187,95
51314433694,dbe,200,20
51314435574,bgd,152,39
51314443622,eeb,183,187
51314457389,deb,57,285
51314463453,feb,166,254
51314492392,ebe,250,30
51314505486,ddc,246,157
51314521500,ead,28,83
51314534033,ffb,43,180
51314547613,bcd,166,203
51314553969,dbd,163,242
51314557977,dcg,263,82
51314594612,bca,83,161
51314602047,fag,127,170
51314602919,cad,281,7
51314630584,cfg,177,100
51314663765,bbf,138,348
51314680102,abf,114,44
51314684954,ffc,286,100
51314692242,dbb,263,246
51314706824,fag,119,151
51314750527,gbg,244,127
51314759213,faf,161,101
51314767813,cad,115,7
51314773410,ged,30,267
51314785581,cff,163,51
51314840772,ddd,113,51
51314841647,cbg,229,211
51314853496,bbf,34,393
51314870961,ebf,50,53
51314887936,bab,188,344
51314890760,fcd,210,17
51314897465,bdb,95,144
51314901838,edb,239,203
51314915920,agb,83,162
51314968044,cbc,95,193
51314969412,bac,85,10
51315001122,eaa,1,162
51315005144,ecf,162,179
51315008743,bde,68,117
51315026596,efe,222,76
51315045423,gdb,35,219
51315047874,ggc,72,318
51315062713,efc,111,343
51315139171,ege,290,59
51315139321,cge,89,250
51315160561,eae,195,214
51315171862,bdb,206,149
51315179669,dff,25,147
51315205891,aag,179,136
51315206859,bgc,280,242
51315209003,bff,116,305
51315212056,gaf,100,105
51315212093,bfb,272,55
51315212934,eca,270,76
51315223970,agd,215,190
51315225731,bgc,22,234
51315225746,gfc,123,311
51315226763,dee,188,177
51315238133,gae,202,227
51315239409,fff,25,274
51315252076,cda,293,147
51315280083,fab,168,209
51315302490,bac,89,8
51315319754,ggd,35,337
51315380495,adc,294,108
51315394187,cbc,204,208
51315400046,afa,33,233
51315412396,abg,162,39
51315428487,afe,125,50
51315445978,cef,265,186
51315468279,bad,259,224
51315503578,dca,193,184
51315514535,cac,29,117
51315526374,fgf,67,234
51315534379,fbb,161,356
51315563412,aga,112,148
51315583119,gdg,74,298
51315589606,bce,52,167
51315593813,ccf,42,299
51315605233,acc,157,284
51315679422,ecc,57,230
51315698358,bce,110,136
51315703577,cce,140,244
51315709707,dfe,256,72
51315711797,egg,108,118
51315734381,bdc,265,207
51315751388,dgb,166,84
51315786721,ffe,153,326
51315801592,ccf,181,293
51315811796,cda,116,119
51315812956,edc,230,122
51315846905,cbc,261,183
51315859999,acg,144,199
51315864854,age,90,131
51315867619,abg,110,37
51315870172,egf,206,140
51315887356,ccf,227,345
51315894659,bba,85,10
51315895344,fdb,57,230
51315922444,fge,62,116
51315926396,efg,290,211
51315953976,ggf,269,31
51315957826,bed,268,64
51315958028,fae,243,296
51315962479,ced,276,109
51315965810,dad,28,67
51315979104,ece,292,138
51316004269,aff,237,298
51316013312,edc,31,140
51316020805,gad,184,51
51316037333,aeb,211,273
51316064029,aga,90,136
51316085192,dae,16,263
51316090976,afa,141,267
51316094488,dbc,198,194
51316108702,afd,275,300
51316155259,cfc,55,111
51316205611,aaa,114,228
51316213623,ffg,107,273
51316227128,egd,23,241
51316329354,gae,83,202
51316329385,faa,109,280
51316329831,ddg,40,319
51316335462,gaa,144,46
51316351084,gec,275,8
51316371218,ade,158,138
51316394883,ggg,158,96
51316407549,cfb,217,47
51316417003,fdf,193,88
51316426099,fgb,256,127
51316430907,fea,234,286
51316431168,fbg,104,217
51316431611,ffa,274,207
51316436016,eba,107,163
51316465004,gdd,157,45
51316473798,gef,62,290
51316474011,dfd,297,174
51316504190,beg,289,195
51316510900,cbd,39,51
51316532816,ceb,67,103
51316542773,dbf,4,168
51316573072,bda,278,103
51316573419,aab,174,338
51316590553,dgg,270,156
51316598409,ecg,193,40
51316603779,fda,224,293
51316639858,cce,5,285
51316651327,afg,7,54
51316670127,gcf,284,117
51316673332,ece,236,150
51316729291,eba,127,135
51316738843,efb,260,221
51316750647,fad,190,30
51316763751,gcb,290,232
51316766293,cgf,68,256
51316788435,dde,89,269
51316807046,feb,116,302
51316826457,cbf,246,105
51316842585,cec,51,179
51316867803,aed,269,220
51316886028,eca,85,79
51316888211,beg,92,226
51316889530,bbd,75,307
51316893527,daf,44,290
51316916708,efa,279,19
51316928878,aga,38,133
51316935399,fbb,220,291
51316951806,gbe,81,44
51316959996,gac,98,196
51316985972,bfg,239,165
51316992864,eag,145,181
51316998615,cdf,206,166
51317015008,bag,18,306
51317020515,gde,266,278
51317027732,gdf,235,144
51317035218,gbe,90,46
51317090896,gfa,299,58
51317110629,cbb,89,54
51317139517,dgb,224,97
51317148271,aaf,171,151
51317155088,aba,247,117
51317184307,aga,183,136
51317184393,adb,130,110
51317196380,gga,259,96
51317235223,bea,166,115
51317261359,fgc,294,121
51317263463,dab,294,118
51317271728,add,19,177
51317284357,agf,27,121
51317288271,fab,76,223
51317293566,ebf,202,62
51317318379,dce,99,140
51317331400,gcg,82,192
51317336412,fee,203,108
51317440696,bec,115,72
51317443554,ecb,175,295
51317458810,ebd,18,20
51317481566,bcg,151,230
51317493775,cba,268,226
51317502080,ece,95,144
51317507149,caa,179,133
51317549308,ceb,263,121
51317554590,bbc,256,17
51317572842,gaa,61,41
51317578739,faa,264,266
51317590193,dge,166,145
51317597026,ffd,183,58
51317603123,gca,152,343
51317614731,adf,268,17
51317652935,aeg,148,181
51317657217,baf,290,263
51317673526,dgf,47,220
51317680277,dec,272,293
51317700711,eae,226,214
51317718731,ecd,130,208
51317721740,gfd,132,6
51317727332,fgf,189,224
51317734029,abb,289,169
51317735740,cce,86,310
51317747957,cad,226,7
51317749534,egc,283,257
51317763809,aef,64,63
51317772008,gfg,103,191
51317776495,fdd,21,137
51317776508,ccd,211,228
51317778530,acf,272,256
51317794895,abd,281,204
51317815450,afa,290,309
51317819281,bbb,269,169
51317826814,cge,171,235
51317839822,fbc,172,8
51317843937,ddg,284,376
51317871298,bfa,10,314
51317873943,cgd,276,81
51317887028,fac,77,28
51317895932,ace,24,112
51317896600,agc,37,341
51317901721,ded,190,191
51317920842,egb,225,108
51317940321,bge,79,208
51317947499,dag,135,36
51317987200,gdc,288,152
51317987610,gbg,106,109
51317987925,dfe,30,76
51317998700,gaa,60,36
51318023109,ceb,33,111
51318032633,agg,196,206
51318053188,acg,150,193
51318069807,bbf,280,385
51318075103,fef,139,14
51318080491,efd,296,219
51318094356,dbc,178,203
51318099844,cdb,285,6
51318100004,bea,208,109
51318104639,ccb,96,21
51318124647,bdd,70,38
51318162032,edg,276,203
51318168341,dcc,175,46
51318189487,aae,89,262
51318221328,ega,185,152
51318230270,gag,83,138
51318236731,gcc,182,37
51318275052,eec,299,269
51318286300,dbf,259,149
51318320313,ccf,186,296
51318355108,fca,61,163
51318361603,dbg,145,313
51318361762,bef,75,153
51318382841,eaf,66,260
51318403210,ada,229,206
51318413311,ecf,168,146
51318437342,fcg,288,166
51318441996,cbc,57,208
51318444069,cea,42,46
51318524648,agb,3,137
51318543300,ccc,196,102
51318551387,fba,69,140
51318596736,bgf,85,157
51318608713,dgg,17,180
51318631611,bed,155,56
51318664125,ddf,265,23
51318674150,dcg,197,88
51318677204,beg,129,253
51318715492,ccg,180,213
51318717888,age,113,137
51318732845,fag,185,135
51318739644,caa,226,118
51318752751,fee,128,117
51318753705,cba,159,203
